Date,Unnamed: 1,Daily measure,Cumulative deviation,Measure interval,Daily Deviation,Position,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
2024-05-07,,17.0,,,,at 4 pm,,,,,,,,,,,,,,,,,
2024-05-08,,17.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-05-09,,21.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,
2024-05-10,,,,,,Stopped,,,,,,,,,,,,,,,,,
2024-05-10,,-15.0,,,,,,,,,,,,,,,,,,,,,
2024-05-11,,-12.0,,,3.0,,,,,,,,,,,,,,,,,,
2024-05-12,,-9.0,,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,17,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Actual,,2024-05-08 00:00:00,,,,,,,,,,
,,,,,,,,,,,0,0.0,0,,,,,,,,,,
,,,,,,,,,,,34,0.5666666666666667,0,,,,,,,,,,
,,,,,,,,,,,60,1.0,0,,,,,,,,,,
,,,,,,,,,,,80,1.3333333333333333,0,,,,,,,,,,
,,,,,,,,,,,90,1.5,,,,,,,,,,,
,,,,,,,,,,,105,1.75,0.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,120,2.0,,,,,,,,,,,
,,,,,,,,,,,140,2.3333333333333335,0,,,,,,,,,,
,,,,,,,,,,,170,2.8333333333333335,0,,,,,,,,,,
,,,,,,,,,,,180,3.0,0,,,,,,,,,,
,,,,,,,,,,,210,3.5,,,,,,,,,,,
,,,,,,,,,,,240,4.0,0.5,,,,,,,,,,
,,,,,,,,,,,290,4.833333333333333,,,,,,,,,,,
,,,,,,,,,,,300,5.0,0.5,,,,,,,,,,
,,,,,,,,,,,360,6.0,0.5,,,,,,,,,,
,,,,,,,,,,,400,6.666666666666667,0,,,,,,,,,,
,,,,,,,,,,,420,7.0,0,,,,,,,,,,
,,,,,,,,,,,470,7.833333333333333,,,,,,,,,,,
,,,,,,,,,,,500,8.333333333333334,,,,,,,,,,,
,,,0.0,,,,,,,,520,8.666666666666666,,,,,,,,,,,
,,,0.0,,,,,,,,540,9.0,0,,,,,,,,,,
,,,0.0,,,,,,,,600,10.0,0.5,,,,,,,,,,
,,,,,,,,,,,660,11.0,,,,,,,,,,,
,,,,,,,,,,,700,11.666666666666666,,,,,,,,,,,
,,,,,,,,,,,750,12.5,1,,,,,,,,,,
,,,,,,,,,,,780,13.0,,,,,,,,,,,
,,,,,,,,,,,793,13.216666666666667,,,,,,,,,,,
,,,,,,,,,,,840,14.0,,,,,,,,,,,
,,,,,,,,,,,870,14.5,,,,,,,,,,,
,,,,,,,,,,,915,15.25,,,,,,,,,,,
,,,,,,,,,,,975,16.25,,,,,,,,,,,
,-1080.0,,,,,,,,,,1020,17.0,,,,,,,,,,,750.0
,,,,,,,,,,,1040,17.2,,,,,,,,,,,
,,,,,,,,,,,1080,17.2,,,,,,,,,,,
,,,,,,,,,,,1140,19.0,,,,,,,,,,,
,,,,,,,,,,,1170,19.5,,,,,,,,,,,
,,,,,,,,,,,1200,20.0,,,,,,,,,,,
,,,,,,,,,,,1220,20.333333333333332,,,,,,,,,,,
,,,,,,,,,,,1240,20.666666666666668,,,,,,,,,,,
,,,,,,,,,,,1270,21.166666666666668,,,,,,,,,,,
,,,,,,,,,,,1320,22.0,,,,,,,,,,,
,,,,,,,,,,,1340,22.333333333333332,,,,,,,,,,,
,,,,,,,,,,,1357,22.616666666666667,,,,,,,,,,,
,,,,,,,,,,,1380,23.0,,,,,,,,,,,
,,,,,,,,,,,1410,23.5,,,,,,,,,,,
,,,,,,,,,,,1420,23.666666666666668,,,,,,,,,,,
,,,,,,,,,,,1440,24.0,4,,,,,,,,,,
,,,,,,,,,,,1467,24.45,,,,,,,,,,,
,,,,,,,,,,,1500,25.0,,,,,,,,,,,
,,,,,,,,,,,1539,25.65,,,,,,,,,,,
,,,,,,,,,,,1560,26.0,,,,,,,,,,,
